FIPS,State_x,County_x,FOODINSEC_10_12,FOODINSEC_13_15,CH_FOODINSEC_12_15,VLFOODSEC_10_12,VLFOODSEC_13_15,CH_VLFOODSEC_12_15,FOODINSEC_CHILD_01_07,FOODINSEC_CHILD_03_11,State_y,County_y,PCT_NHWHITE10,PCT_NHBLACK10,PCT_HISP10,PCT_NHASIAN10,PCT_NHNA10,PCT_NHPI10,PCT_65OLDER10,PCT_18YOUNGER10,MEDHHINC15,POVRATE15,PERPOV10,CHILDPOVRATE15,PERCHLDPOV10,METRO13,POPLOSS10,State_x,County_x,LACCESS_POP10,LACCESS_POP15,PCH_LACCESS_POP_10_15,PCT_LACCESS_POP10,PCT_LACCESS_POP15,LACCESS_LOWI10,LACCESS_LOWI15,PCH_LACCESS_LOWI_10_15,PCT_LACCESS_LOWI10,PCT_LACCESS_LOWI15,LACCESS_HHNV10,LACCESS_HHNV15,PCH_LACCESS_HHNV_10_15,PCT_LACCESS_HHNV10,PCT_LACCESS_HHNV15,LACCESS_SNAP15,PCT_LACCESS_SNAP15,LACCESS_CHILD10,LACCESS_CHILD15,LACCESS_CHILD_10_15,PCT_LACCESS_CHILD10,PCT_LACCESS_CHILD15,LACCESS_SENIORS10,LACCESS_SENIORS15,PCH_LACCESS_SENIORS_10_15,PCT_LACCESS_SENIORS10,PCT_LACCESS_SENIORS15,LACCESS_WHITE15,PCT_LACCESS_WHITE15,LACCESS_BLACK15,PCT_LACCESS_BLACK15,LACCESS_HISP15,PCT_LACCESS_HISP15,LACCESS_NHASIAN15,PCT_LACCESS_NHASIAN15,LACCESS_NHNA15,PCT_LACCESS_NHNA15,LACCESS_NHPI15,PCT_LACCESS_NHPI15,LACCESS_MULTIR15,PCT_LACCESS_MULTIR15,State_y,County_y,GROC09,GROC14,PCH_GROC_09_14,GROCPTH09,GROCPTH14,PCH_GROCPTH_09_14,SUPERC09,SUPERC14,PCH_SUPERC_09_14,SUPERCPTH09,SUPERCPTH14,PCH_SUPERCPTH_09_14,CONVS09,CONVS14,PCH_CONVS_09_14,CONVSPTH09,CONVSPTH14,PCH_CONVSPTH_09_14,SPECS09,SPECS14,PCH_SPECS_09_14,SPECSPTH09,SPECSPTH14,PCH_SPECSPTH_09_14,SNAPS12,SNAPS16,PCH_SNAPS_12_16,SNAPSPTH12,SNAPSPTH16,PCH_SNAPSPTH_12_16,WICS08,WICS12,PCH_WICS_08_12,WICSPTH08,WICSPTH12,PCH_WICSPTH_08_12,State,County,REDEMP_SNAPS12,REDEMP_SNAPS16,PCH_REDEMP_SNAPS_12_16,PCT_SNAP12,PCT_SNAP16,PCH_SNAP_12_16,PC_SNAPBEN10,PC_SNAPBEN15,PCH_PC_SNAPBEN_10_15,SNAP_PART_RATE08,SNAP_PART_RATE13,SNAP_OAPP09,SNAP_OAPP16,SNAP_CAP09,SNAP_CAP16,SNAP_BBCE09,SNAP_BBCE16,SNAP_REPORTSIMPLE09,SNAP_REPORTSIMPLE16,PCT_NSLP09,PCT_NSLP15,PCH_NSLP_09_15,PCT_FREE_LUNCH09,PCT_FREE_LUNCH14,PCT_REDUCED_LUNCH09,PCT_REDUCED_LUNCH14,PCT_SBP09,PCT_SBP15,PCH_SBP_09_15,PCT_SFSP09,PCT_SFSP15,PCH_SFSP_09_15,PC_WIC_REDEMP08,PC_WIC_REDEMP12,PCH_PC_WIC_REDEMP_08_12,REDEMP_WICS08,REDEMP_WICS12,PCH_REDEMP_WICS_08_12,PCT_WIC09,PCT_WIC15,PCH_WIC_09_15,PCT_CACFP09,PCT_CACFP15,PCH_CACFP_09_15,FDPIR12
1003,AL,Baldwin,17.9,17.6,-0.3,6.8,7.3,0.5,8.5,9.3,AL,Baldwin,83.50478698598195,9.308424546676543,4.384824294296766,0.7351932625572656,0.6287548349930048,0.04334348338957013,16.771184813321263,22.987408443749484,52387.0,12.9,0,19.6,0,1,0.0,AL,Baldwin,35210.8140777756,30561.2644297432,-13.204891081933559,19.318472596371,16.767489331327024,9952.14402697035,9886.83113695157,-0.6562695419377182,5.460260624349354,5.4244265969613314,1571.77991534128,1394.16276629172,-11.30038291722249,2.1478271595262095,1.9051144660996444,950.535289702192,1.2989003685463132,7916.13193162258,7007.97267534918,-11.47226024171699,4.343199150480114,3.8449360411209934,6404.00860293696,5580.66278954589,-12.856725598611373,3.5135701330134474,3.061840062297144,25483.1868109559,13.981393471569364,3540.96582645598,1.9427568795193702,1377.87483396046,0.7559733541604038,212.946378394542,0.11683339006092339,181.649648311471,0.09966238625708228,14.8196338085691,0.008130817111661097,1127.69609830764,0.6187123684238006,AL,Baldwin,24,29,20.833333333,0.13377479,0.14491957,8.331001294,6,6,0.0,0.0334437,0.0299834,-10.34675755,119,118,-0.840336134,0.663300001,0.589672732,-11.100146142,21,26,23.80952381,0.117052941,0.12992789,10.999252558,138.33333333333334,198.083333333333,43.1927710843373,0.7250554711113442,0.949752992301287,30.9903904104789,25,27,8.0,0.1418746,0.1415168,-0.2521258,AL,Baldwin,274394.50366265053,155844.3901893143,-43.20425952084142,18.824675227627115,16.97643575350071,-1.8482394741264052,14.139211221755868,14.157134207210303,0.12676085796679387,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,33.21605514468299,36.756438750163426,8.160407840884613,5.082363707674205,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,17.85356,17.92161,0.3811479,125840.5,126639.4,0.6348812,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1009,AL,Blount,17.9,17.6,-0.3,6.8,7.3,0.5,8.5,9.3,AL,Blount,88.88733819475942,1.2630403684449252,8.070199923240642,0.20062105299884864,0.49719130525801614,0.03140155612155891,14.722096228324203,24.608352813928335,50487.0,14.7,0,22.2,0,1,0.0,AL,Blount,1548.17555923387,3724.42824233857,140.56885668584255,2.700840094961568,6.497380137361867,609.02770839259,1650.95948166117,171.08117724537624,1.0624676535930184,2.8801498232112803,705.466782736982,719.93144402445,2.050367450519748,3.269379843993799,3.3364141441489017,175.370338437865,0.8127274929922376,384.911607351067,910.686113009206,136.5961679556717,0.671490191115221,1.5887200603768292,195.049051213748,505.914282447697,159.37797661639576,0.34026909600807365,0.8825830962766426,3387.24126576124,5.909147039114545,95.8426872727741,0.16720052906872424,497.489891290528,0.8678864856259867,8.42899439623579,0.014704641143427986,28.9382422310082,0.05048365763757057,1.06285117741209,0.0018541767164650393,202.91418653419,0.35399006757299123,AL,Blount,6,6,0.0,0.104637171,0.103951905,-0.654897001,1,1,0.0,0.0174395,0.0173253,-0.654897001,31,27,-12.903225806,0.540625381,0.467783572,-13.473619969,2,0,-100.0,0.0348791,0.0,-100.0,38.0,47.0833333333333,23.9035087719298,0.6571438453290908,0.815945746106567,24.165470300943,10,6,-40.0,0.1730283,0.1037596,-40.0332,AL,Blount,229730.02263157893,141304.90067256632,-38.490886365697676,18.824675227627115,16.97643575350071,-1.8482394741264052,19.157856785643673,15.795131423815798,-17.552722099623384,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,39.6810979917247,44.98797951290896,9.08265213442325,8.090310442144872,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,17.81256,15.47159,-13.14226,102945.9,149110.0,44.84305,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1013,AL,Butler,17.9,17.6,-0.3,6.8,7.3,0.5,8.5,9.3,AL,Butler,54.06024729078149,43.18995560223421,0.9118250823506946,0.830667876068172,0.28166324533346065,0.03341767317515635,16.65632310116007,24.137107939084355,33868.0,25.8,1,36.0,1,0,1.0,AL,Butler,1307.81970553017,1304.32875630859,-0.2669289357560789,6.243470213062348,6.226804584468373,593.225138622194,612.934760794224,3.3224522847779054,2.832029114537614,2.926121930559144,395.03167176685,320.168301040939,-18.951232540690004,4.652357458095042,3.770678377587316,91.4377952925083,1.0768789929632352,264.826077122668,264.140115579595,-0.25902341284739383,1.2642673276491525,1.260992579269561,254.954428314888,254.768140186343,-0.07306722608281485,1.217140537140822,1.2162512063128037,729.73241167102,3.4837084626486847,550.901102632739,2.629976142802019,11.0849018942851,0.05291880409741299,4.95549835638667,0.023657317784822027,7.29875918617472,0.034843935581108126,0.0,0.0,11.4409871611977,0.05461873853629494,AL,Butler,3,3,0.0,0.143767671,0.147812377,2.813362239,1,1,0.0,0.0479226,0.0492708,2.813362239,24,21,-12.5,1.150141372,1.034686638,-10.038308041,1,0,-100.0,0.0479226,0.0,-100.0,27.25,25.8333333333333,-5.19877675840979,1.3419018072585809,1.29179584625129,-3.73395137678907,6,4,-33.33333,0.2974567,0.1969764,-33.77981,AL,Butler,345604.8689908257,305223.8659354839,-11.68415340132658,18.824675227627115,16.97643575350071,-1.8482394741264052,29.22852914498496,31.257246016761073,6.940879103812857,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,69.69248965109402,65.84142901911626,8.604376108811355,5.3274835474772795,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,40.04169,40.12669,0.212286,134613.5,203713.2,51.33193,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1015,AL,Calhoun,17.9,17.6,-0.3,6.8,7.3,0.5,8.5,9.3,AL,Calhoun,73.61350065782815,20.39014269810748,3.283237189218365,0.6999966265222818,0.40481732618156063,0.07927672637722229,14.328846607968154,22.877239145835443,42091.0,20.0,0,30.7,0,1,0.0,AL,Calhoun,30901.1505851428,27785.986765365,-10.081060933943231,26.061085741273487,23.433851807648516,11909.1628579287,10883.2099687745,-8.614819541838392,10.043823885848852,9.178566582982912,1252.15018593941,1235.28962949462,-1.3465282866320578,2.645518129638947,2.6098954796953793,1931.25635752145,4.080320207731614,6959.88710640568,6167.76448702024,-11.381256725506267,5.869756018626387,5.201704016985663,4974.95713302801,4455.31246795101,-10.445208896920033,4.195726759292253,3.7574743345402033,21058.3589572306,17.759976180911682,5465.72518034221,4.609625527394503,970.893190568127,0.8188216362784865,235.07120252761,0.19825186597814828,118.296515100503,0.09976766445746299,21.9615067912382,0.0185216634544734,886.573464390949,0.7477089569130562,AL,Calhoun,25,27,8.0,0.211214653,0.232927292,10.279892336,3,3,0.0,0.0253458,0.0258808,2.111011422,88,74,-15.909090909,0.743475579,0.638393319,-14.133922213,2,1,-50.0,0.0168972,0.0086269,-48.944494289,137.91666666666666,135.583333333333,-1.69184290030212,1.1758002546264719,1.18298708966271,0.611229246461184,22,19,-13.63636,0.1939659,0.1619834,-16.48874,AL,Calhoun,315617.50259818736,261900.11985248927,-17.01977308086291,18.824675227627115,16.97643575350071,-1.8482394741264052,26.810714165232937,26.822656893784966,0.04454461182356596,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,48.381188385498035,53.5687145612907,8.538490545709207,7.160811363769218,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,24.50327,24.13542,-1.501256,126327.7,148999.4,17.94666,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1017,AL,Chambers,17.9,17.6,-0.3,6.8,7.3,0.5,8.5,9.3,AL,Chambers,58.14116615519509,38.59710653222271,1.5665643723513079,0.4851673242729797,0.16659359929855327,0.020458863071752154,16.676896098202544,22.51351746310098,35560.0,22.4,0,34.4,1,0,1.0,AL,Chambers,6748.21322261533,7131.50571665377,5.679910835566213,19.722967185782053,20.843214136062457,3018.28474660405,3533.91621589475,17.08359258916345,8.821524906047202,10.328558281147888,616.696813443102,730.201066732426,18.4051953593881,4.426159573983363,5.240802890493261,502.632028334522,3.607493205587612,1531.67667699948,1595.35384990639,4.157350821039609,4.476623343561245,4.66273228088964,1170.80546726137,1266.43347472454,8.167711044846191,3.4219069626227387,3.7013984355532368,4281.11041645198,12.512378829320417,2616.9630131652,7.648583992883823,126.786631121557,0.3705586179206693,108.493405609874,0.31709310422292564,20.6881457351265,0.06046513440048663,0.061101226019673,0.0001785802309503814,104.1896200823,0.3045144529659506,AL,Chambers,7,7,0.0,0.203583062,0.205423172,0.903861956,1,1,0.0,0.0290833,0.0293462,0.903861956,22,23,4.545454545,0.63983248,0.67496185,5.490401135,1,2,100.0,0.0290833,0.0586923,101.807723911,34.25,37.5,9.48905109489051,1.005460310004697,1.10805779629465,10.2040314539594,6,6,0.0,0.1740493,0.176139,1.200685,AL,Chambers,327935.78832116787,270583.6106666667,-17.48884376057566,18.824675227627115,16.97643575350071,-1.8482394741264052,28.089531881728288,27.345318176032272,-2.649434347391573,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,64.6073087017969,65.34928434095278,7.631738340399758,7.306131168553728,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,26.92083,28.52697,5.96619,154673.6,161957.1,4.708968,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1019,AL,Cherokee,17.9,17.6,-0.3,6.8,7.3,0.5,8.5,9.3,AL,Cherokee,92.07356958713302,4.640424795105622,1.2312901612220555,0.18854130593712726,0.4694293739659086,0.0038477817538189237,17.896032937011814,21.41675324175613,39144.0,19.4,0,30.2,0,0,0.0,AL,Cherokee,79.410234562587,103.522498883598,30.364177179211055,0.30555325161640307,0.39833198231404826,34.4838623480173,57.4649017164193,66.64288105686437,0.13268637634390432,0.2211124003094359,378.737459294195,299.886922835486,-20.81931283101828,3.5642523931318935,2.822199537318709,4.88856330459021,0.04600567762648419,17.3260469394154,18.7476009328966,8.204722049132148,0.06666684727929277,0.07213667679747816,9.22233963641338,13.7790034934878,49.40897903047226,0.03548555018051245,0.053018598228049565,100.890836172097,0.38820591855052905,1.41091329790652,0.005428886443905191,0.348952026106417,0.0013426912390104159,0.0,0.0,0.217044921359047,0.000835141488164404,0.0,0.0,1.00370467733592,0.0038620365436758627,AL,Cherokee,4,5,25.0,0.154714938,0.192034413,24.121442563,1,1,0.0,0.0386787,0.0384069,-0.70284595,14,18,28.571428571,0.541502282,0.691323885,27.667769493,1,1,0.0,0.0386787,0.0384069,-0.70284595,30.999999999999996,32.3333333333333,4.3010752688172,1.191345451750509,1.2568837058633,5.50119648473827,5,6,20.0,0.2048089,0.230583,12.58446,AL,Cherokee,242354.8712903226,178751.8756701031,-26.243745496672098,18.824675227627115,16.97643575350071,-1.8482394741264052,25.119601882847874,22.347689756148124,-11.034856920214416,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,47.649208282582215,51.14899925871016,11.327649208282581,10.773412404250061,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,23.12612,27.36524,18.33041,112915.6,118678.5,5.103687,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1021,AL,Chilton,17.9,17.6,-0.3,6.8,7.3,0.5,8.5,9.3,AL,Chilton,81.10120752468896,9.55708819283734,7.83630822812364,0.2864147744197237,0.30703663817794374,0.02520450014893568,13.566895034713472,25.11284742112137,42767.0,20.2,0,28.1,0,1,0.0,AL,Chilton,1456.67789105128,1469.89911040547,0.9076282021860224,3.3377125565412094,3.3680065770122813,736.957576654768,637.419527463016,-13.506618609388573,1.6886043045958528,1.4605309613523727,499.805098437034,641.110768419032,28.27215457062805,3.0185112841951565,3.8719094601946606,115.455204354435,0.69727747526534,333.491807807717,337.049923084982,1.0669273409308264,0.7641358472325849,0.7722886215085627,241.694569402323,246.454751744015,1.9695032261019638,0.5537991645907088,0.5647062570034485,1125.95618712727,2.5799238987403936,245.009063745252,0.5613937257870725,80.8955563084601,0.18535746009316523,2.44608596841863,0.005604761286846985,9.4605826001789,0.021677205050475223,27.7091237772256,0.06349041948817817,59.3180650355716,0.1359165617294219,AL,Chilton,7,6,-14.285714286,0.160978751,0.136577815,-15.157861191,1,1,0.0,0.022997,0.022763,-1.017504723,37,34,-8.108108108,0.850887683,0.773940953,-9.043112448,4,3,-25.0,0.091987858,0.068288908,-25.763128542,46.75,53.8333333333333,15.1515151515151,1.0668887925329194,1.22512763326582,14.8318026996255,7,7,0.0,0.1639498,0.159748,-2.562821,AL,Chilton,247911.59465240646,164782.24030959743,-33.53185415122015,18.824675227627115,16.97643575350071,-1.8482394741264052,27.089109364617464,22.67989073782404,-16.27672053534747,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,48.71860914359304,50.01312335958005,9.426915647134578,7.152230971128609,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,23.90553,22.55591,-5.645612,145810.0,141196.8,-3.163887,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1025,AL,Clarke,17.9,17.6,-0.3,6.8,7.3,0.5,8.5,9.3,AL,Clarke,53.97359965935045,43.66507954941354,1.0490457941392792,0.2864553091007626,0.3716176982928812,0.015484070762203383,16.157627840359233,24.731932024929353,37317.0,22.2,1,30.9,1,0,0.0,AL,Clarke,5060.66098327353,5712.92633155957,12.888935861183025,19.589908192132274,22.11483889428084,2901.6949963233,2881.59682914038,-0.6926354151068971,11.232512663350366,11.154712302637634,752.006350178001,943.721325918435,25.493797451983596,7.27489939226082,9.129547508159378,428.880892487541,4.148988028320993,1360.62166611869,1523.2770498477,11.954490199542454,5.266990539692215,5.896632407570549,729.134505776814,842.592559160336,15.560647930472685,2.8224925706530946,3.2616907024361708,2229.40262109065,8.63005698560233,3395.89371151663,13.145564632511245,80.7730089934842,0.3126737467327999,13.8811023244634,0.053733992662344285,17.7697485967944,0.06878701117483219,0.988259672220011,0.003825570674021643,54.9908872347318,0.21287069730473346,AL,Clarke,6,5,-16.666666667,0.230432445,0.20044097,-13.015300327,2,2,0.0,0.076810815,0.080176388,4.381639607,18,13,-27.777777778,0.691297335,0.521146522,-24.613260284,2,2,0.0,0.076810815,0.080176388,4.381639607,40.166666666666664,41.0,2.0746887966805,1.5963859412053043,1.68087897671368,5.29276995790745,14,8,-42.85714,0.533049,0.3179524,-40.35213,AL,Clarke,404583.406307054,344827.50463414635,-14.769736163513484,18.824675227627115,16.97643575350071,-1.8482394741264052,28.922953844565736,31.080643856669095,7.460130191746519,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,59.07995178786661,52.06438068579426,8.055443953394938,3.219034289713086,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,35.38964,34.33015,-2.993797,66390.97,107972.6,62.63146,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1033,AL,Colbert,17.9,17.6,-0.3,6.8,7.3,0.5,8.5,9.3,AL,Colbert,79.61710884103769,15.988094363195415,2.0081575659586974,0.4115528771955611,0.4813698831483795,0.02572205482472257,17.386271771882118,22.109943411479385,41171.0,18.1,0,26.9,0,1,0.0,AL,Colbert,9519.55115267744,11095.6663044647,16.55661203463322,17.490172618280003,20.385952642876276,2770.28491104755,3565.96174438536,28.72184121440904,5.0898157401476265,6.551704535138825,532.491533469517,682.269933415689,28.12784627208467,2.3382581718241644,2.9959598358393227,838.679986359119,3.6827821822294777,2271.97638086306,2607.22197884364,14.75568147646102,4.174278644931028,4.790221905716984,1593.6470856718,1868.01998193404,17.21666601903762,2.927991264922099,3.4320937420703315,9455.68357654153,17.372829382930718,1254.05606023697,2.3040641953350667,199.100281337003,0.3658048822977199,81.874265876686,0.15042673968671638,38.7205078926427,0.07114078763254704,1.0,0.0018372896303373264,264.331897837656,0.48565425486451097,AL,Colbert,9,10,11.111111111,0.165362143,0.183341584,10.872767052,1,1,0.0,0.0183736,0.0183342,-0.214509653,43,43,0.0,0.790063573,0.78836881,-0.214509653,3,3,0.0,0.0551207,0.0550025,-0.214509653,55.75,75.75,35.8744394618834,1.0239503361128457,1.39718902169101,36.4508582511012,11,8,-27.27273,0.2013693,0.1469346,-27.03229,AL,Colbert,263129.2794618834,154331.854389439,-41.34751757574918,18.824675227627115,16.97643575350071,-1.8482394741264052,20.490372602337033,19.498419130061087,-4.841070933784814,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,43.17937701396348,44.728550654386815,8.366153478935434,7.283082888996607,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,29.0999,23.41329,-19.54167,144510.1,159345.0,10.26566,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
1039,AL,Covington,17.9,17.6,-0.3,6.8,7.3,0.5,8.5,9.3,AL,Covington,84.07520190652721,12.405666622534092,1.2789620018535681,0.3918972593671389,0.5189990732159407,0.0026479544551833707,18.37415596451741,22.56851582152787,36355.0,22.3,0,34.1,1,0,0.0,AL,Covington,3334.14094787191,3769.12224820551,13.046278100847427,8.82865337712673,9.980464049266544,1150.60643395162,1650.45389755504,43.44208835046696,3.046753432944843,4.370326751105626,663.043458866274,512.542724391759,-22.69847209289321,4.269161411797528,3.3001270001401,221.644995380933,1.4271134851647223,681.510967800547,783.970987836349,15.034243743203893,1.8046100034437893,2.0759194699757684,657.153310251698,728.613374021924,10.874184555633725,1.7401120356194837,1.9293350298475411,3387.28289737069,8.969370839059156,316.622294702244,0.8384014158671892,26.0884354843748,0.06908098896961419,4.16684009891469,0.011033602803957872,18.7227853047632,0.04957708276118946,0.0,0.0,42.3274263567002,0.11208109719767034,AL,Covington,10,6,-40.0,0.26561836,0.158252888,-40.420952682,1,1,0.0,0.0265618,0.0263755,-0.701587804,27,35,29.62962963,0.717169571,0.923141847,28.720163958,2,2,0.0,0.0531237,0.052751,-0.701587804,48.75,54.6666666666667,12.1367521367521,1.2844157554999343,1.4594123195757,13.6246042861452,10,9,-10.0,0.2728811,0.2371229,-13.10395,AL,Covington,305199.15815384616,232920.3417073171,-23.68250845898285,18.824675227627115,16.97643575350071,-1.8482394741264052,25.418156141047707,25.612260251542267,0.7636435523389609,67,89.184,0.0,1.0,0,0,0,1,1,1,12.315055424970076,10.93452934248121,-1.380526082488867,49.051094890510946,51.59993568097765,8.321167883211679,7.653963659752372,4.509007566406751,5.2329982595108975,0.7239906931041462,0.5648895620624597,1.0271087814950426,0.46221921943258293,28.60532,24.20761,-15.37374,104827.1,102088.9,-2.612085,2.990416904169891,2.7193521519644355,-0.2710647522054557,0.9160899337992502,1.055597276711836,0.13950734291258582,0
